id,ra_deg,dec_deg,mag,pm_ra_mas_yr,pm_dec_mas_yr,common_name
32759,102.460273,-32.508488,3.500,-9.18,4.04,
32761,102.463817,-53.622492,4.410,-2.27,17.57,
32765,102.477571,-46.615470,5.140,-0.56,374.38,
32768,102.483903,-50.614400,2.940,34.23,-65.85,
32771,102.490400,-45.450259,6.540,7.47,-59.96,
32775,102.504205,-60.249409,6.110,4.80,107.92,
32776,102.509091,12.058138,6.850,-2.51,-5.42,
32779,102.510514,-66.293488,6.990,-8.63,29.82,
32793,102.551466,5.673501,6.770,-40.84,-0.17,
32801,102.569499,-17.291923,6.620,-2.96,-23.29,
32809,102.590721,-17.084558,5.770,-6.80,1.27,
32810,102.597291,-31.706094,5.740,-1.70,15.12,
32813,102.605363,-69.986222,6.800,-11.49,-9.20,
32814,102.606249,13.413195,5.680,-1.86,-7.55,
32827,102.654008,-25.778409,6.320,-4.20,6.08,
32838,102.676286,-8.041004,6.310,-8.95,2.98,
32839,102.680272,-4.266209,6.870,-9.08,-2.89,
32844,102.691513,41.781565,4.990,-23.94,-138.02,
32851,102.707579,-0.540427,5.780,22.12,-187.07,
32855,102.718122,-34.367321,4.990,4.52,0.85,
32864,102.737867,67.571923,5.140,0.93,4.58,
32872,102.748042,5.842396,6.970,-37.05,-36.30,
32874,102.751759,25.760841,6.980,9.01,-197.73,
32912,102.862413,-70.963473,5.410,4.02,25.56,
32918,102.885680,-48.292729,6.420,18.97,-10.41,
32921,102.887707,21.761232,5.280,-6.11,-34.48,
32923,102.889171,-6.966524,6.580,-4.62,4.95,
32926,102.899134,9.440128,6.840,9.08,-19.34,
32931,102.914058,3.042063,6.370,4.19,-29.65,
32936,102.921735,-2.402716,6.640,1.91,2.73,
32938,102.926874,-36.230126,5.940,-40.47,-59.14,
32947,102.940639,5.084411,6.910,-0.40,-1.52,
32948,102.946989,86.684597,6.590,0.12,-105.18,
32957,102.965928,-2.176033,6.860,-1.19,-0.42,
32964,102.992528,25.662980,6.750,-13.16,6.88,
32968,103.000049,23.601743,5.680,-39.29,-10.11,
32984,103.076537,-5.173705,6.580,-544.41,-3.30,
32990,103.095309,-5.316244,6.300,-22.04,-13.70,
33006,103.165147,-42.504399,6.520,-13.51,-7.71,
33012,103.189337,-59.341288,6.410,-14.82,38.22,
33016,103.195939,-54.090356,6.560,-3.52,8.72,
33015,103.196402,-43.975607,6.470,2.36,5.37,
33018,103.197250,33.961370,3.600,-2.66,-47.67,
33024,103.206197,8.380448,5.750,-32.90,-30.86,
33040,103.251277,-26.957473,6.330,-9.40,-65.27,
33041,103.255886,38.869140,6.100,-3.40,7.20,
33044,103.264752,35.788008,6.030,-1.62,-5.44,
33048,103.271090,59.448655,5.340,-10.84,-45.93,
33056,103.281561,44.840083,6.240,5.44,-58.41,
33064,103.305705,38.438448,6.320,42.31,-178.92,
33077,103.328512,-19.032779,5.650,-48.87,6.49,
33079,103.341029,-18.932929,6.130,-9.98,35.16,
33081,103.342070,-24.684352,6.520,-21.45,-24.20,
33082,103.343338,10.996942,6.300,-0.45,-120.13,
33085,103.359090,51.518092,6.950,-10.19,-26.07,
33092,103.387127,-20.224264,4.820,-5.14,4.07,
33094,103.390646,-28.538720,6.050,282.83,-441.94,
33104,103.426005,68.888292,5.110,4.53,7.30,
33126,103.481065,-24.538759,6.230,-4.22,1.44,
33133,103.487809,38.505086,6.460,-0.45,-27.72,
33139,103.509624,-50.612141,6.240,-55.72,222.66,
33150,103.531597,32.511398,6.950,-1.67,-10.21,
33152,103.533145,-24.184223,3.890,-3.46,5.02,
33154,103.535825,-5.852202,6.390,-11.21,5.60,
33160,103.547836,-12.038593,4.080,-139.04,-14.47,
33165,103.554360,-23.928348,6.650,-3.86,4.75,
33178,103.583796,-31.801625,6.860,-13.36,1.80,
33179,103.588776,21.161464,6.510,25.50,-56.40,
33184,103.602738,-1.126961,5.440,14.01,-14.27,
33189,103.611186,-42.365619,6.320,-1.28,19.62,
33202,103.660808,13.178016,4.730,70.19,-77.79,
33205,103.665767,15.837976,6.570,-13.60,-12.43,
33210,103.675179,-1.756485,6.200,1.00,-0.14,
33212,103.678538,24.245793,6.840,-37.29,-96.36,
33217,103.691579,48.905094,6.990,-15.21,-2.91,
33239,103.736476,21.571372,6.980,-3.00,0.73,
33243,103.745501,-2.803587,6.030,-5.25,-0.45,
33248,103.761409,-20.404851,5.800,0.38,-10.35,
33269,103.811068,43.910048,6.160,1.64,-6.97,
33271,103.813389,45.826588,6.310,-31.15,-73.84,
33277,103.827878,25.375636,5.740,-35.75,25.14,
33291,103.883107,37.915438,6.730,-25.05,-35.01,
33294,103.887055,-22.037463,6.780,-2.81,4.46,
33297,103.894288,8.324290,6.280,-23.05,-1.88,
33298,103.901948,-33.806870,6.990,2.84,12.94,
33302,103.905829,-20.136593,4.660,51.35,39.75,
33306,103.920626,-68.505815,6.860,0.74,41.59,
33316,103.945541,-22.941450,5.290,-3.24,4.18,
33330,103.978243,-31.790196,6.360,-8.17,6.67,
33345,104.027695,-14.043446,5.000,-1.70,6.89,
33347,104.034276,-17.054247,4.360,-2.46,1.91,
33357,104.066621,-48.721164,4.940,1.57,8.40,
33358,104.068909,17.737239,6.750,-19.14,-43.03,
33372,104.107678,9.956600,5.900,-16.05,-8.98,
33377,104.133585,46.273986,5.850,-3.59,4.98,
33384,104.143668,-79.420189,5.450,-1.54,-1.61,
33385,104.145927,-8.333724,6.930,-7.79,-4.32,
33394,104.190432,-35.341348,6.270,-2.37,5.52,
33415,104.233871,46.705538,5.880,-92.66,-76.25,
33419,104.249144,24.642859,6.830,-25.92,-25.65,
33420,104.250402,-8.179266,6.310,-2.05,-11.84,
33421,104.252236,33.681036,5.910,-24.49,0.99,
33423,104.257228,-19.438793,6.640,-0.36,-86.30,
33426,104.263168,-17.098543,6.920,16.69,-8.89,
33436,104.289100,-10.824463,6.900,-2.79,0.46,
33444,104.304685,57.563249,6.030,13.15,15.61,
33447,104.311533,-22.202874,6.640,-2.22,4.05,
33449,104.319161,58.423060,4.350,6.58,-123.53,
33451,104.323388,-35.507201,6.230,-40.38,19.58,
33453,104.327091,37.394733,6.480,0.94,-4.09,
33465,104.356612,11.907561,6.260,0.63,-3.14,
33478,104.391538,-24.631056,5.450,-96.27,88.42,
33485,104.404687,45.094102,4.900,-21.67,-3.18,
33492,104.427653,-27.537524,6.220,-8.99,7.60,
33495,104.439384,-52.647555,6.910,-11.55,-374.76,
33507,104.474989,41.705589,6.840,38.08,-54.69,
33515,104.495859,-10.785917,6.700,-3.97,-5.40,
33517,104.502872,-46.095892,6.830,-8.37,16.89,
33532,104.531480,-27.164392,6.360,-2.50,4.26,
33534,104.535555,-10.315725,6.580,-7.34,5.56,
33537,104.548832,22.475648,6.940,47.91,98.53,
33558,104.604607,-34.111726,5.070,-16.54,7.15,
33574,104.649001,-23.880864,6.730,1.69,8.40,
33575,104.649597,-25.414170,5.590,-6.65,5.27,
33577,104.651639,-56.394766,6.460,-22.81,-34.06,
33579,104.656445,-28.972089,1.500,2.63,2.29,Adhara
33584,104.662216,7.622352,6.250,-30.69,-21.19,
33588,104.665874,-55.728926,6.260,-64.14,-80.90,
33590,104.673921,-45.767583,6.230,-13.64,-4.09,
33591,104.682104,-30.998053,6.410,-10.74,6.63,
33595,104.697982,26.080851,6.200,-162.14,94.10,
33603,104.737612,3.602364,5.960,-3.59,-3.65,
33610,104.751761,-32.722265,6.760,-2.47,4.85,
33614,104.761992,38.052615,6.020,-42.86,-122.69,
33622,104.780451,-60.842017,6.960,0.17,-6.20,
33643,104.833882,42.314782,6.680,-2.93,-10.61,
33644,104.834083,7.316986,6.340,-8.81,-7.77,
33650,104.866396,25.914187,6.400,-4.62,-6.57,
33666,104.913570,-21.602896,6.260,-2.93,4.87,
33669,104.923066,-33.475754,6.620,-3.83,13.89,
33672,104.935191,52.572473,6.660,-10.28,-17.78,
33682,104.960741,-67.917012,5.180,-27.00,234.21,
33690,104.999383,-61.336825,6.810,-161.19,264.54,
33694,105.016033,76.977442,4.550,73.18,-13.88,
33703,105.034523,-20.158438,6.320,-5.93,5.26,
33705,105.040666,-31.141773,6.620,19.70,34.37,
33713,105.062603,-19.801242,6.900,0.40,-10.90,
33715,105.065935,16.079005,5.730,-0.44,-3.02,
33718,105.075322,15.535288,6.860,2.10,-10.85,
33719,105.075434,-5.367357,6.290,-115.76,80.35,
33721,105.080687,-22.119070,6.530,-2.59,4.13,
33722,105.087151,67.330662,6.530,4.52,-23.44,
33728,105.098420,-49.135004,6.560,0.61,-21.80,
33729,105.099003,-8.406825,5.950,-7.18,1.69,
33730,105.099419,15.288125,6.690,-20.39,-19.51,
33731,105.104118,1.931521,6.760,-2.54,-1.78,
33743,105.146210,-20.640290,6.710,2.66,-6.82,
33754,105.163913,-9.202971,6.490,-0.87,1.64,
33760,105.177198,-28.489474,6.280,-23.42,-41.48,
33774,105.207246,-33.465720,6.390,13.13,78.19,
33779,105.214605,-51.402634,5.140,-21.64,20.12,
33781,105.216677,-19.444405,6.990,-11.16,-0.21,
33789,105.244276,10.625092,6.830,-3.99,-22.71,
33800,105.271574,-58.940296,6.010,-56.89,147.82,
33804,105.274789,-25.215646,5.640,-4.58,4.65,
33810,105.291057,11.774637,6.770,-0.28,-13.47,
33817,105.306694,-25.948816,6.710,206.58,40.89,
33816,105.306719,54.856760,6.920,-3.32,-32.10,
33823,105.320922,32.414606,6.550,-12.63,-18.24,
33827,105.339149,70.808334,5.690,12.75,-15.80,
33846,105.390038,-27.222953,6.950,-2.96,3.67,
33853,105.415029,-23.501441,6.730,-6.94,4.74,
33854,105.422676,4.818099,6.640,1.75,-1.14,
33856,105.429799,-27.934842,3.490,-6.01,4.64,
33858,105.438357,69.646453,6.640,-0.84,-13.88,
33864,105.446739,-35.547937,6.580,-10.43,7.44,
33868,105.456302,-11.300934,6.540,-3.68,4.01,
33869,105.458007,-10.882374,6.640,-4.59,4.26,
33873,105.470456,-1.345788,6.200,13.72,-39.27,
33875,105.480259,5.557165,6.590,-3.36,-4.18,
33878,105.484971,-5.722081,5.220,-14.49,6.58,
33880,105.487232,63.676970,6.610,-3.96,-18.03,
33885,105.505099,44.448988,6.910,0.42,-7.21,
33891,105.528050,-3.754828,6.580,-1.62,-2.12,
33894,105.531638,-6.022338,6.840,-1.31,-17.55,
33909,105.564491,-43.403869,6.440,1.81,-0.31,
33914,105.572877,15.336069,5.780,4.79,-25.03,
33927,105.603269,24.215447,5.200,-6.46,-0.40,
33929,105.606340,17.755455,5.960,21.03,27.15,
33937,105.638727,16.674465,5.860,-11.92,-7.32,
33957,105.690692,-49.928010,6.860,2.30,12.93,
33961,105.705678,-16.699367,6.770,-6.04,0.56,
33971,105.728248,-4.239238,4.990,-4.73,2.81,
33977,105.756140,-23.833301,3.020,-1.56,4.28,
34000,105.812956,-59.178135,5.500,-9.98,10.93,
34002,105.824706,9.138347,5.960,-23.58,3.06,
34006,105.852531,-52.425366,6.530,-8.52,10.11,
34017,105.876477,29.339093,5.930,155.73,-828.01,
34026,105.894052,2.437317,6.990,-0.28,-1.47,
34033,105.908638,10.951846,5.140,-2.03,-11.98,
34041,105.928813,-25.083921,6.860,-3.30,2.77,
34045,105.939555,-15.633259,4.110,-0.81,-11.20,
34055,105.965013,12.594259,6.010,-6.69,-6.87,
34059,105.973566,-49.584258,4.920,-53.69,139.00,
34065,105.989168,-43.608984,5.560,-102.70,388.95,
34066,105.989411,-10.123767,6.440,-5.44,0.71,
34068,105.993225,40.582147,6.970,-10.77,18.41,
34069,105.995851,-43.612283,6.830,-103.02,396.46,
34070,105.996097,47.049932,6.990,-82.19,10.57,
34081,106.011700,-42.337453,5.200,-18.14,71.48,
34083,106.014686,36.313536,6.700,23.52,-10.55,
34086,106.021876,-5.323971,5.630,-3.57,-3.20,
34088,106.027231,20.570299,4.010,-5.72,-0.96,
34101,106.062780,75.411292,6.990,-5.60,-7.07,
34103,106.071247,37.563991,6.620,-4.79,-10.29,
34105,106.076329,-56.749731,5.140,10.99,2.85,
34107,106.084072,1.488503,6.570,-4.18,-5.13,
34116,106.106387,-10.454379,6.970,-2.21,2.86,
34142,106.196010,-22.031602,6.090,14.49,-35.48,
34152,106.223388,-20.830097,6.890,-1.44,3.84,
34166,106.275395,-21.450261,6.680,-4.90,34.96,
34168,106.287450,47.775043,6.370,0.28,0.09,
34177,106.318303,-50.360138,6.470,-24.40,39.58,
34182,106.326543,22.637481,6.000,-0.95,-9.30,
34200,106.383536,-34.777798,6.150,-41.16,40.13,
34201,106.386356,-40.640545,6.730,7.37,61.12,
34215,106.412504,9.185837,5.780,41.94,-14.99,
34217,106.415945,52.758685,6.170,-34.28,-52.38,
34229,106.446894,31.393281,6.640,-9.05,-0.76,
34234,106.456841,-10.660083,6.500,-2.65,1.21,
34238,106.465063,70.731940,6.490,31.28,-6.71,
34244,106.490192,36.573122,6.880,3.75,-49.79,
34248,106.502052,-30.655729,6.340,-8.22,7.41,
34250,106.505044,59.801857,6.400,22.00,-2.88,
34253,106.509418,-38.382888,6.090,6.64,14.23,
34266,106.548298,24.860178,6.890,8.64,-13.13,
34267,106.548460,34.474087,5.550,-55.00,-49.06,
34270,106.559597,-68.837577,6.470,5.46,-1.30,
34276,106.587201,-43.610781,6.520,5.68,12.22,
34297,106.649865,-12.393953,6.480,-3.72,1.75,
34301,106.669870,-11.294019,5.410,-3.27,1.96,
34318,106.718682,-24.960581,6.090,-12.51,3.76,
34331,106.749961,-26.656763,6.610,-3.32,3.86,
34338,106.777003,4.910598,6.100,-16.25,-6.74,
34339,106.779525,-40.893296,5.800,-10.62,11.30,
34349,106.805421,-51.968388,5.960,-11.91,42.99,
34350,106.817849,-59.716439,6.460,-7.35,9.28,
34351,106.820505,24.168491,6.730,7.28,-22.22,
34358,106.843381,34.009362,5.940,-18.27,-30.43,
34360,106.844121,-23.840734,5.750,-2.55,5.11,
34367,106.853676,28.176696,6.470,-7.19,-0.38,
34370,106.865966,-52.204675,6.600,-20.82,51.31,
34387,106.956187,7.471295,5.740,6.69,-33.29,
34401,106.986949,-4.677876,6.920,-18.27,9.75,
34413,107.014332,-11.923284,6.650,-6.22,2.82,
34416,107.026267,44.039996,6.840,4.16,-5.65,
34417,107.027709,-57.331205,6.870,-16.73,33.65,
34428,107.055325,33.832457,6.310,-7.76,-28.16,
34437,107.090990,16.135076,6.990,24.60,-30.89,
34438,107.091205,-20.859360,6.820,0.72,-5.31,
34440,107.091843,15.930926,5.470,-5.02,-103.52,
34444,107.097859,-26.393208,1.830,-2.75,3.33,Wezen
34462,107.151031,37.445132,6.190,-6.29,-14.94,
34473,107.176423,-70.497340,5.680,17.17,104.08,
34481,107.186769,-70.499194,3.780,23.71,108.06,
34489,107.205854,-24.043800,6.650,-2.49,5.45,
34495,107.212818,-39.655674,4.830,-10.97,7.01,
34497,107.218465,33.933917,6.540,-13.31,-1.41,
34536,107.334377,-10.346574,6.230,-0.64,3.68,
34543,107.354021,-60.380472,6.820,-3.16,49.86,
34546,107.357163,36.563291,6.740,1.25,-18.00,
34559,107.384652,-6.043918,6.960,-10.06,-0.20,
34561,107.389023,-16.234508,6.000,-1.28,-0.58,
34572,107.407432,60.792205,6.640,-10.89,-48.63,
34579,107.429281,-25.231044,5.690,-4.94,3.95,
34588,107.462615,9.308912,6.720,-8.20,-12.62,
34589,107.467455,-16.234727,6.620,-39.52,-0.41,
34597,107.491370,7.724662,6.650,-7.35,-9.18,
34608,107.528284,21.248135,6.430,-174.67,-473.14,
34615,107.536173,62.135936,6.960,0.72,-18.89,
34617,107.538987,-18.685597,6.230,11.68,-16.71,
34622,107.557008,-4.237636,4.910,0.00,217.85,
34624,107.580528,-27.491525,5.460,-9.40,1.87,
34631,107.601950,-55.587692,6.940,-1.46,-9.42,
34670,107.697911,-48.932577,5.120,-17.24,196.97,
34688,107.762746,-3.897995,6.510,-12.25,-8.21,
34693,107.784965,30.245281,4.410,-31.00,-48.40,
34696,107.798211,3.191631,6.730,-17.12,-4.84,
34706,107.820613,-70.119663,6.770,-19.09,90.80,
34718,107.837246,-21.803294,6.920,-14.43,3.62,
34721,107.844281,-39.102216,6.870,-24.85,35.60,
34722,107.846167,26.856669,5.750,-20.57,-33.50,
34724,107.848465,-0.301906,5.440,-27.37,-9.12,
34725,107.854909,-17.331135,6.660,-7.15,5.75,
34735,107.874997,26.405944,6.700,-11.48,-16.59,
34752,107.913718,39.320544,4.910,44.17,2.09,
34758,107.923379,-20.883116,5.840,-9.30,21.62,
34763,107.945174,16.976424,6.500,10.90,-32.91,
34768,107.964127,5.654715,6.070,-12.25,-5.19,
34769,107.966085,-0.492781,4.150,-0.22,6.68,
34776,107.981139,-56.155618,6.670,-23.42,49.92,
34777,107.987585,49.789895,6.670,-12.35,-24.50,
34778,108.004558,43.843043,6.880,-16.60,-26.19,
34780,108.008256,-63.190054,6.030,-2.30,-1.98,
34782,108.017163,-30.821421,6.100,-43.60,23.11,
34786,108.022487,-27.334956,6.920,-8.67,4.23,
34789,108.031268,5.474362,6.150,-20.41,-6.33,
34798,108.050910,-25.942609,5.910,-5.28,8.62,
34802,108.065921,-40.498778,5.300,-18.85,-12.36,
34814,108.100762,-27.474737,6.590,-11.10,-8.84,
34817,108.107625,-36.544400,5.940,-9.76,7.48,
34819,108.109950,24.128703,5.850,-15.74,-44.94,
34834,108.140587,-46.759564,4.490,-135.60,106.79,
34855,108.193076,-57.490695,6.640,-1.23,-12.78,
34860,108.204492,27.225060,6.460,13.25,-97.78,
34881,108.267521,31.965499,6.900,-15.67,-8.95,
34888,108.279981,-11.251361,5.770,-2.75,8.04,
34897,108.303825,47.607031,6.750,-11.42,-81.39,
34899,108.305713,-45.182525,4.870,-24.84,-88.24,
34904,108.326629,-0.259518,6.680,-1.29,-0.31,
34909,108.342779,16.159068,5.070,14.66,-41.80,
34912,108.347472,51.428712,5.460,8.19,13.44,
34913,108.349043,13.762993,6.600,-25.25,-10.17,
34914,108.350040,-22.674146,5.990,24.69,-39.10,
34922,108.384295,-44.640530,4.420,107.12,325.32,
34924,108.401881,-27.356374,6.120,-3.22,5.79,
34929,108.416185,-53.667818,6.700,-9.40,0.19,
34937,108.446814,-31.083643,6.570,-5.41,4.23,
34940,108.451615,-22.905786,6.340,-3.57,3.19,
34942,108.457191,10.690804,6.950,0.22,-10.37,
34943,108.459050,28.494069,6.990,-15.59,-10.47,
34952,108.479519,78.752381,6.930,10.16,29.61,
34954,108.488920,-30.339802,6.320,-4.15,4.33,
34955,108.491482,-50.471620,6.790,-16.53,24.52,
34956,108.491633,71.816539,6.360,23.39,18.54,
34975,108.545295,-3.901759,5.800,-34.21,-8.09,
34981,108.563402,-26.352516,4.420,-6.58,3.89,
34982,108.564678,-9.947539,5.900,-4.69,2.80,
34987,108.583607,3.111421,5.360,-5.21,-3.01,
34995,108.610617,24.711164,6.880,3.05,-10.93,
34999,108.617731,-10.316249,6.020,-3.85,1.55,
35005,108.636043,12.115866,5.710,-50.09,-17.02,
35017,108.653170,-30.655034,6.920,-91.60,55.59,
35020,108.658935,-48.271928,4.750,-4.18,0.63,
35025,108.674769,24.885202,5.840,54.80,-89.50,
35029,108.691774,-46.849672,5.720,-10.15,0.10,
35037,108.702757,-26.772686,4.010,-11.50,7.67,
35044,108.713284,-27.037924,5.580,-40.79,-29.65,
35054,108.738127,-41.426418,5.950,3.39,9.56,
35072,108.786367,-14.609451,6.970,-18.74,0.21,
35080,108.830884,-0.161293,6.420,-8.17,4.01,
35083,108.837834,-30.686475,5.360,-13.01,11.43,
35084,108.838615,-52.499518,5.960,-42.22,120.13,
35090,108.849999,-42.088031,7.000,-10.65,6.39,
35095,108.871273,-58.542640,6.840,-26.04,7.07,
35113,108.907369,45.409541,6.510,-9.33,-22.48,
35120,108.914234,7.977737,5.780,23.64,2.20,
35127,108.930100,-10.583603,5.950,29.20,-1.01,
35132,108.947104,-23.740312,6.340,-14.06,12.83,
35136,108.958805,47.240416,5.540,29.44,-186.12,
35146,108.979249,59.638096,5.200,-101.07,-258.69,
35149,108.984488,-16.235373,6.870,-7.82,11.81,
35152,108.988231,27.897427,5.750,-14.07,-3.24,
35180,109.060751,-15.585655,5.460,-44.29,-14.07,
35181,109.064467,-46.774611,5.640,1.64,32.07,
35188,109.080793,-32.041747,6.920,-0.66,3.12,
35202,109.132737,-38.318940,5.810,-7.91,4.93,
35205,109.145839,-27.881273,4.660,-12.48,38.83,
35210,109.153487,-23.315602,4.830,-4.91,3.01,
35213,109.159906,-23.311053,6.020,-33.67,46.62,
35219,109.185603,16.147067,6.750,-5.85,21.71,
35226,109.205899,-36.592648,5.030,-10.39,6.21,
35228,109.207628,-67.957172,3.970,-4.11,8.50,
35241,109.238397,-30.896946,6.300,2.31,-27.21,
35253,109.264016,26.689805,6.380,57.22,-131.62,
35261,109.278992,-12.033769,6.720,30.21,-62.58,
35264,109.285684,-37.097487,2.710,-10.57,7.00,
35265,109.289888,33.092475,6.930,-58.27,-173.21,
35278,109.324161,6.680995,6.640,-6.92,-8.07,
35288,109.360899,-38.913441,6.770,-10.62,55.38,
35296,109.373239,-46.980664,6.700,-18.46,585.03,
35298,109.377262,31.698106,6.750,-4.57,-21.65,
35301,109.381989,-6.680026,6.290,-25.31,12.09,
35304,109.390501,52.131115,5.930,-0.63,-17.80,
35310,109.410489,9.292362,6.720,4.44,-114.02,
35317,109.427705,38.876336,6.480,-4.58,-29.33,
35326,109.450054,-26.797559,6.450,-0.73,1.56,
35341,109.509271,40.883363,5.870,-15.04,12.15,
35345,109.517059,30.955927,6.190,-4.90,-22.39,
35347,109.517738,-43.986773,5.860,-9.82,-5.56,
35350,109.523362,16.540475,3.580,-46.09,-37.90,
35358,109.551166,-22.339334,6.700,-2.35,-0.02,
35363,109.576670,-36.733967,4.650,-11.29,1.85,
35384,109.633246,49.464746,5.000,-1.36,3.91,
35385,109.633767,-32.346853,6.990,-3.40,7.50,
35393,109.639666,-39.210307,5.240,-9.95,9.01,
35406,109.659136,-36.742749,5.110,-10.15,5.90,
35412,109.668253,-24.558708,4.880,-2.84,2.68,
35415,109.677033,-24.954384,4.370,-1.82,3.74,
35427,109.713663,-26.585871,5.290,-7.77,6.70,
35431,109.718858,38.673578,6.960,0.04,4.83,
35436,109.731294,0.079483,6.660,7.40,-68.23,
35442,109.758005,-19.280311,6.060,-2.47,3.06,
35444,109.765388,-17.213140,6.790,22.01,-50.20,
35461,109.803199,-24.955722,6.820,-2.70,6.09,
35463,109.807066,-33.727146,6.310,-15.28,-8.44,
35467,109.825418,-58.052360,6.730,20.12,62.23,
35468,109.826736,-17.524879,6.700,-4.89,5.54,
35476,109.843217,2.740720,5.900,-2.18,-10.75,
35487,109.867006,-16.394913,5.700,165.37,-136.41,
35494,109.878254,26.822915,6.960,-12.37,0.74,
35497,109.884656,-61.144998,6.750,-6.65,10.56,
35509,109.948373,7.143091,5.910,61.20,-59.18,
35517,109.970174,59.252939,6.750,-12.85,-26.72,
35544,110.020034,-20.704066,6.990,-5.76,-11.86,
35547,110.028273,-3.914532,6.700,2.33,2.73,
35548,110.028498,15.142972,6.450,2.59,-18.13,
35550,110.030789,21.982339,3.500,-18.72,-7.76,
35551,110.039899,16.140360,6.880,-8.32,-11.73,
35564,110.089407,-52.311883,5.500,-35.17,147.45,
35567,110.095758,-56.294796,6.570,-27.77,61.59,
35576,110.129470,0.403634,6.880,-6.03,-6.54,
35578,110.135653,-26.700342,6.740,-32.81,43.76,
35589,110.161729,-52.085925,5.380,-8.17,0.46,
35588,110.162588,-52.198714,6.900,-7.94,3.40,
35595,110.182011,3.581676,6.880,-6.28,-5.60,
35603,110.208213,-51.404724,6.790,-28.04,36.86,
35609,110.221229,-22.850440,6.590,-8.64,5.04,
35611,110.228829,-26.963852,6.000,-4.97,5.63,
35615,110.242883,-14.360488,5.590,-10.50,-0.35,
35623,110.262970,42.655999,6.330,-17.59,-35.59,
35626,110.268085,-25.891676,5.870,-11.92,13.44,
35642,110.319975,-8.877543,6.560,19.10,-147.15,
35643,110.323081,45.228170,5.740,-49.53,12.12,
35648,110.342376,-48.527116,6.830,-13.20,22.25,
35660,110.368729,-28.191219,7.000,-25.64,9.31,
35662,110.378730,37.663041,6.880,0.39,-107.40,
35669,110.394302,-5.897194,6.600,-1.76,3.10,
35676,110.421324,-61.951482,6.920,-22.41,28.98,
35690,110.461430,75.089630,6.960,-34.03,-45.49,
35699,110.487081,20.443716,5.090,-62.05,-23.95,
35707,110.508537,-8.979412,6.420,9.39,14.23,
35710,110.511202,36.760638,5.120,-98.60,-22.08,
35712,110.514490,0.177126,5.990,1.92,-2.01,
35725,110.555872,38.996035,6.400,0.92,-37.35,
35727,110.556375,-19.016584,4.940,-1.66,-6.43,
35733,110.568361,-35.916474,6.680,-45.60,96.66,
35735,110.571610,59.901959,6.360,-1.72,15.40,
35737,110.577465,-2.979160,6.230,-0.72,-6.33,
35740,110.581810,-16.311339,6.980,4.17,16.64,
35746,110.596228,-20.506672,6.960,-5.52,3.11,
35749,110.605821,-5.982808,5.830,-12.53,-8.44,
35751,110.617904,0.700952,6.430,38.32,-49.85,
35754,110.628574,-0.259331,6.780,-21.97,-7.03,
35761,110.648568,-32.046025,6.820,-9.10,4.17,
35783,110.711887,55.284393,6.860,-13.47,-30.22,
35785,110.716927,55.281470,5.800,-11.23,-32.04,
35790,110.737640,-55.577438,6.890,-80.43,111.39,
35795,110.752929,-31.923790,5.400,-8.54,3.73,
35796,110.755798,15.358930,6.660,-4.94,6.61,
35803,110.769287,18.273514,6.780,-36.66,-42.00,
35809,110.778843,-70.636671,6.750,-52.44,24.61,
35830,110.831673,-36.340167,6.740,-3.35,8.12,
35842,110.867307,22.945437,6.170,-25.93,-35.94,
35846,110.868976,25.050600,5.040,-66.59,-28.44,
35848,110.870729,-27.834283,5.370,26.39,-4.14,
35855,110.882920,-32.202079,5.410,-7.85,4.55,
35884,110.974417,-17.413382,6.840,-71.33,-22.13,
35887,110.976821,-30.217021,6.610,-5.51,4.25,
35893,110.993091,-35.837861,6.320,-9.57,15.37,
35904,111.023771,-29.303120,2.450,-3.76,6.66,
35906,111.033331,-28.827896,6.790,-7.02,5.91,
35907,111.035295,40.672441,5.230,-3.35,-21.11,
35910,111.039515,-58.492283,6.580,-87.79,137.52,
35920,111.071821,-22.912765,6.200,-4.42,2.79,
35922,111.072732,-18.348274,6.950,-23.70,46.95,
35929,111.102411,10.245690,6.900,-12.02,-9.09,
35933,111.115204,15.517199,6.470,-1.48,-1.52,
35941,111.139350,27.637819,5.770,14.32,15.45,
35946,111.154640,-71.470756,6.490,7.69,40.95,
35951,111.167460,-16.201424,5.180,-4.65,-20.15,
35957,111.182784,-31.808926,5.350,-21.37,8.73,
35960,111.197351,-37.291261,6.140,-13.16,27.81,
35975,111.212017,-19.012289,6.240,-3.04,3.83,
35984,111.237828,51.887344,5.800,9.46,-35.14,
35987,111.242455,11.669560,5.370,-16.29,-14.91,
35995,111.278354,-14.883232,6.760,-19.22,3.90,
35997,111.283200,-21.173864,6.800,-1.57,4.25,
35998,111.285155,-13.751976,5.790,-202.90,-0.91,
36017,111.333235,-21.982598,6.040,-1.61,2.98,
36019,111.341544,81.257533,6.300,-2.30,-31.84,
36024,111.355306,-25.217765,5.790,-8.66,-0.89,
36034,111.390597,-19.437748,6.900,-3.91,2.75,
36035,111.397066,20.495198,6.920,-1.74,-23.82,
36039,111.409119,-79.094203,5.540,-29.88,5.95,
36041,111.412078,9.276118,4.990,-2.95,-8.65,
36045,111.429107,-31.738732,6.320,-8.83,4.62,
36046,111.431984,27.798286,3.780,-121.28,-84.43,
36055,111.463349,-5.774954,5.980,-6.02,-2.92,
36056,111.466532,48.547833,6.770,-2.76,-27.50,
