id,ra_deg,dec_deg,mag,pm_ra_mas_yr,pm_dec_mas_yr,common_name
104458,317.396949,75.227820,6.890,-15.94,-16.92,
104459,317.398303,-11.371655,4.500,92.31,-15.76,
104469,317.433526,-44.209810,6.530,10.74,-4.64,
104471,317.441194,19.210703,6.960,-0.47,20.66,
104481,317.492733,2.943600,6.440,20.44,33.59,
104483,317.494271,45.502555,6.600,7.60,0.10,
104499,317.524742,-29.721046,6.660,12.24,-5.60,
104501,317.531011,-64.025318,6.920,-6.98,-56.33,
104508,317.541640,-43.382692,6.560,12.01,-14.20,
104516,317.564803,53.563110,5.750,22.52,-3.70,
104521,317.585296,10.131949,4.700,49.07,-151.85,
104525,317.602097,-59.407714,6.960,19.54,-9.68,
104537,317.629003,47.692233,6.460,-4.08,-3.66,
104538,317.630477,10.048880,6.070,-0.23,17.23,
104539,317.633584,22.454664,6.710,22.87,-13.12,
104557,317.695294,-9.353931,6.270,116.83,-58.64,
104579,317.765695,36.299579,6.530,0.57,0.90,
104592,317.814823,45.674239,6.690,-2.28,-4.34,
104597,317.836945,-72.544279,6.180,33.90,-30.45,
104604,317.845021,-52.339292,6.980,-16.30,18.40,
104620,317.892848,-56.517162,6.930,20.06,-15.79,
104632,317.918228,70.441077,6.890,22.80,28.49,
104634,317.922144,-14.472378,6.470,38.52,0.10,
104642,317.951002,59.986619,5.640,-2.90,-3.58,
104643,317.952221,29.711712,6.850,-0.98,-11.14,
104653,317.986769,30.619080,6.540,56.38,25.18,
104677,318.051045,11.781543,6.960,5.51,-15.94,
104680,318.056951,-40.268828,5.830,57.41,-219.43,
104716,318.188675,84.258667,6.900,18.41,-4.08,
104717,318.188921,2.642785,6.980,-27.73,-20.00,
104719,318.196875,60.098010,6.910,-2.38,-3.76,
104728,318.222432,35.797719,6.750,-22.53,-23.41,
104732,318.234090,30.227081,3.210,6.87,-68.12,
104738,318.262198,-39.424644,5.250,187.36,-114.38,
104750,318.321947,-27.619059,5.410,98.92,-112.77,
104752,318.328905,-36.423536,5.970,34.19,3.61,
104755,318.335160,-70.126217,5.060,41.42,-20.34,
104756,318.339979,81.230961,6.120,-3.11,4.49,
104765,318.360105,36.633262,6.070,0.44,0.60,
104771,318.369855,15.982451,6.270,36.00,-22.94,
104773,318.372672,-47.550693,6.870,7.99,-1.21,
104788,318.426916,64.404208,6.380,17.13,-105.43,
104791,318.446385,70.027643,6.670,0.89,-13.42,
104810,318.507348,-22.212090,7.000,37.40,-11.59,
104822,318.542843,29.900961,6.180,3.71,-0.75,
104838,318.569461,-45.782567,6.890,-30.23,-81.38,
104839,318.569647,-10.605393,6.770,15.31,-0.09,
104858,318.619959,10.007719,4.470,42.32,-303.43,
104871,318.651528,56.883409,6.870,-11.83,-0.28,
104872,318.654286,0.092287,6.380,36.40,-12.61,
104884,318.692288,16.479222,6.950,23.64,-11.77,
104886,318.693946,64.750331,6.980,7.04,-1.65,
104887,318.697278,38.044320,3.740,195.74,410.02,
104907,318.758859,-49.097540,6.840,-18.63,-7.28,
104910,318.765916,-5.551788,6.980,-25.01,-40.85,
104914,318.777581,-17.345090,6.050,-0.04,-19.86,
104919,318.795378,51.281914,6.990,-3.44,-4.74,
104925,318.809626,-40.506080,6.200,101.68,6.12,
104929,318.821878,-58.929426,6.930,49.25,-75.56,
104941,318.863295,42.026065,6.600,59.58,130.26,
104962,318.904896,47.974002,6.450,2.21,-2.83,
104963,318.907877,-20.651691,5.170,15.39,-2.24,
104965,318.921224,-57.631318,6.540,25.48,-13.62,
104967,318.925966,16.727800,6.960,-60.11,-82.02,
104968,318.926632,77.012261,5.920,22.95,14.63,
104974,318.936782,-15.171513,5.310,24.79,5.06,
104978,318.940984,-53.263050,5.730,35.09,-14.12,
104980,318.944850,-36.210694,6.130,29.39,-6.28,
104987,318.955820,5.248074,3.920,59.63,-94.33,
105000,318.988397,25.433927,6.990,-65.40,-37.38,
105002,318.998367,-13.202532,6.620,12.82,-65.71,
105017,319.071319,44.238197,6.360,14.93,10.67,
105019,319.074083,-9.214664,6.450,-7.32,3.53,
105034,319.123411,42.251826,6.230,0.91,-15.73,
105046,319.164407,-1.607718,6.480,23.05,-16.94,
105064,319.258397,53.997597,6.120,37.79,39.45,
105079,319.306428,-13.278974,6.410,-9.41,-6.13,
105080,319.309290,55.797969,6.000,16.78,13.32,
105090,319.323797,-38.864575,6.690,-3259.00,-1146.99,
105091,319.328309,58.611491,6.420,-2.93,-2.71,
105101,319.346565,42.683567,6.170,9.72,2.24,
105102,319.353969,39.394690,4.220,0.43,-3.61,
105104,319.355288,8.234078,6.990,46.25,-6.42,
105106,319.356763,-30.745681,6.850,14.94,-4.39,
105116,319.401456,39.210061,6.980,29.95,-48.06,
105133,319.469003,-48.718055,6.540,-19.76,-86.04,
105138,319.479450,34.896881,4.410,11.96,6.85,
105140,319.484361,-32.172486,4.710,55.46,-22.12,
105143,319.488652,-17.985136,5.400,15.57,-0.68,
105148,319.501940,-64.681511,6.320,16.97,-28.55,
105164,319.546108,-4.519512,5.830,11.82,13.69,
105169,319.567507,-75.346666,6.610,20.46,-36.37,
105181,319.608961,-20.335412,6.620,-24.02,-27.78,
105184,319.612815,-43.334703,6.750,242.07,21.98,
105185,319.613131,-47.002164,6.960,78.33,-57.00,
105186,319.613257,43.945967,5.040,4.52,-9.07,
105193,319.635144,61.184401,6.430,-7.70,-3.23,
105199,319.644090,62.585455,2.450,149.91,48.27,
105205,319.664700,24.659498,6.610,-2.64,-16.29,
105214,319.682193,-61.351721,6.600,469.94,-445.89,
105219,319.689244,50.069352,6.960,7.77,-2.11,
105224,319.716722,11.203335,5.970,21.12,15.51,
105228,319.726336,-28.765658,6.400,-212.64,-66.68,
105229,319.730556,41.040529,6.150,-5.39,-4.72,
105237,319.750112,39.749324,6.680,14.87,7.25,
105244,319.763055,-32.356071,6.960,-20.65,-25.82,
105250,319.780671,61.858463,6.660,-1.67,-4.99,
105254,319.796709,17.822384,6.700,-3.04,-65.80,
105256,319.812207,-16.179469,6.910,17.07,-32.03,
105259,319.815383,58.623510,5.510,-3.55,-3.28,
105264,319.832568,38.806584,6.990,1.56,-2.94,
105267,319.835354,-13.047944,6.880,33.16,-1.18,
105266,319.835565,-47.054496,6.660,-1.55,-37.57,
105269,319.842418,38.237482,5.890,-0.18,-3.33,
105268,319.842554,64.871842,5.190,5.08,5.31,
105275,319.854393,58.326496,6.990,22.79,24.50,
105282,319.869740,49.510289,5.750,14.52,1.98,
105295,319.913957,9.525326,6.990,20.79,-13.65,
105298,319.919841,53.058108,6.820,8.96,-0.44,
105312,319.941683,-26.352011,6.560,-582.35,-357.67,
105319,319.966183,-53.449264,4.390,107.37,-67.12,
105334,320.039511,-45.021900,6.150,1.02,3.00,
105344,320.058628,22.026172,6.290,4.00,5.61,
105352,320.085573,33.485459,6.930,9.50,-10.70,
105357,320.105931,60.687266,6.730,5.39,-16.68,
105370,320.139579,60.756454,6.110,-43.02,-19.80,
105382,320.189932,-40.809509,4.800,76.18,17.66,
105390,320.208385,32.452331,6.450,58.60,-45.18,
105406,320.255994,40.345574,6.390,-18.89,-208.92,
105411,320.267662,23.856258,5.580,243.57,-120.04,
105412,320.268024,-4.560152,5.870,-12.89,11.04,
105413,320.270002,7.354546,5.810,41.25,-17.88,
105425,320.319178,-49.937855,6.400,-2.34,-161.95,
105430,320.335152,46.729799,6.730,35.05,11.93,
105431,320.339834,10.332378,6.720,41.29,-40.89,
105432,320.341368,32.612768,6.050,14.40,-14.29,
105439,320.348792,-51.752398,6.750,-123.20,-90.21,
105476,320.454549,-29.166018,6.530,13.28,-21.86,
105478,320.459624,1.361666,6.790,17.53,-19.81,
105491,320.494374,-9.327860,6.810,12.00,-45.52,
105497,320.501603,49.388699,5.680,37.46,61.45,
105500,320.507097,4.345626,6.690,23.58,-4.93,
105502,320.521391,19.804356,4.080,105.94,62.61,
105515,320.561573,-16.834555,4.280,30.83,5.26,
105526,320.588788,77.090326,6.560,-14.34,-27.72,
105534,320.611510,-3.130096,6.670,-43.14,-14.87,
105540,320.620628,49.491421,6.850,12.22,-8.54,
105548,320.649675,2.918532,6.530,24.49,-8.65,
105550,320.654253,-5.633252,6.930,-8.84,-26.30,
105557,320.674999,76.554728,6.850,-128.62,135.69,
105558,320.675133,30.309864,6.070,38.64,7.54,
105560,320.688684,-48.457025,6.950,-1.05,-156.58,
105561,320.695165,38.634321,6.630,-6.92,-19.11,
105570,320.723257,6.811113,5.160,52.66,11.15,
105574,320.734464,-9.319273,5.990,-27.44,-23.40,
105576,320.751965,-22.669049,5.630,36.82,0.39,
105607,320.845786,37.406482,6.550,52.59,25.79,
105623,320.897432,14.050197,6.760,5.19,-8.52,
105635,320.937470,69.534465,6.930,-7.84,-10.24,
105637,320.951636,37.351498,6.460,-5.95,-6.86,
105646,320.982744,-25.202428,6.470,58.02,-23.10,
105652,320.994750,24.274092,5.700,136.43,18.11,
105660,321.030934,25.312402,6.200,39.37,9.03,
105662,321.033081,-22.747071,6.380,-21.59,-12.35,
105665,321.039992,-20.851560,5.380,-7.69,-126.94,
105668,321.047661,-12.878130,5.480,91.67,8.96,
105678,321.069727,-69.733864,6.280,9.39,-7.43,
105683,321.086429,-24.422437,6.730,40.32,-26.26,
105685,321.086679,-46.614671,6.300,48.18,-14.57,
105688,321.094400,30.936617,6.730,35.48,6.61,
105689,321.096300,24.528417,6.350,34.94,-9.96,
105695,321.102176,10.174203,6.330,70.85,20.13,
105696,321.103328,-41.006695,5.760,26.40,-0.23,
105703,321.141557,26.174545,5.670,48.93,6.42,
105712,321.168419,-68.228245,6.980,140.88,169.39,
105727,321.205837,80.524854,5.970,42.61,-11.38,
105729,321.215329,-3.398235,6.380,-6.64,-50.25,
105733,321.231060,49.323158,6.570,-18.21,-12.15,
105738,321.248970,27.418010,6.990,4.12,-4.11,
105761,321.304239,-9.748140,5.710,16.65,-169.45,
105764,321.315612,-34.856558,6.920,13.74,-71.09,
105767,321.320687,-3.556578,5.480,-12.39,-69.77,
105768,321.325053,-71.799073,6.090,17.40,4.88,
105769,321.330785,46.714224,5.590,188.61,48.20,
105779,321.347733,-45.161866,6.830,18.14,-15.69,
105782,321.353763,-14.277339,6.850,12.92,-1.11,
105810,321.443294,15.617770,6.800,-20.13,-21.37,
105811,321.445917,36.667408,5.930,6.91,-8.89,
105815,321.452261,-23.822060,6.510,16.03,-15.73,
105819,321.464812,0.534306,6.450,50.00,13.84,
105833,321.530921,18.065103,6.830,2.23,-1.99,
105841,321.564326,-54.660554,6.100,1.24,38.69,
105854,321.594792,-37.829403,5.640,167.05,-10.91,
105856,321.604446,-12.095000,6.700,28.48,-203.71,
105858,321.610384,-65.368144,4.210,81.08,800.68,
105860,321.610887,19.375598,6.080,80.23,17.28,
105864,321.616619,1.103752,6.120,110.49,-161.72,
105881,321.666782,-22.411378,3.770,-2.61,18.88,
105891,321.687312,52.898525,6.010,15.62,5.02,
105898,321.714875,48.835105,5.290,57.95,26.02,
105902,321.727946,10.667864,6.970,56.46,-8.54,
105913,321.756924,-42.547966,5.500,-49.29,14.46,
105918,321.777758,16.124387,6.720,-79.74,-96.55,
105928,321.811811,-21.196128,5.780,-24.64,-33.95,
105933,321.820657,5.391671,6.780,-44.41,-39.67,
105942,321.839018,37.116792,5.300,2.49,2.66,
105949,321.855426,59.750114,6.110,-21.73,-16.04,
105966,321.916792,27.608544,5.390,41.75,20.44,
105972,321.942322,66.809146,5.420,-10.22,-20.72,
105986,321.976348,46.561516,6.860,-0.35,-1.53,
105998,322.020754,62.096501,6.700,-10.67,-8.28,
106003,322.033995,32.225137,5.750,134.05,79.39,
106004,322.043747,-52.302387,6.790,40.99,-4.07,
106007,322.058076,-11.568174,6.610,16.21,-43.84,
106015,322.090213,-2.885314,6.880,10.28,-19.13,
106021,322.103474,8.195711,6.390,6.89,-27.25,
106032,322.164896,70.560695,3.230,12.60,8.73,
106036,322.176090,25.921380,6.560,19.29,-14.38,
106039,322.180483,-21.807167,4.500,133.97,-5.47,
106044,322.186614,-69.505273,5.470,82.31,-46.41,
106049,322.202157,49.795105,6.790,-11.59,-4.03,
106052,322.219675,55.418668,6.140,15.68,14.14,
106053,322.219961,11.084788,6.650,74.24,17.10,
106062,322.248988,22.179404,5.840,33.24,13.06,
106064,322.249678,17.905908,6.420,-9.12,0.61,
106065,322.250319,-53.705850,6.390,70.11,-25.53,
106067,322.265541,-31.238531,6.520,16.40,-11.50,
106071,322.276404,44.923086,6.940,-2.82,-3.28,
106081,322.314202,28.583346,6.750,-32.81,-143.07,
106085,322.335601,67.050987,6.910,24.11,21.85,
106093,322.362138,46.540332,5.220,43.33,104.05,
106103,322.393725,6.581387,6.410,4.50,-3.46,
106108,322.403006,46.426454,6.720,8.27,2.47,
106115,322.417280,-14.026776,6.860,15.10,-67.71,
106128,322.464287,-43.507315,6.960,55.87,-46.74,
106140,322.486999,23.638829,4.520,24.39,3.52,
106143,322.498145,-19.147720,6.570,33.29,-44.05,
106145,322.503710,45.494193,6.950,2.98,-2.91,
106171,322.584621,52.957958,6.020,21.00,16.65,
106184,322.607644,44.874979,6.770,7.53,5.62,
106199,322.668222,-14.291127,6.630,-10.67,-35.04,
106215,322.702288,31.957762,6.960,29.59,20.76,
106226,322.746389,70.823225,6.970,9.93,-3.95,
106227,322.747057,60.459440,5.530,-1.68,-3.31,
106230,322.754990,59.418065,6.860,137.24,42.13,
106243,322.790074,12.137513,6.100,18.11,-15.74,
106256,322.825683,52.195406,6.690,29.39,56.03,
106259,322.840964,-83.033687,6.950,-11.51,16.64,
106267,322.864430,52.619860,6.170,0.62,-1.65,
106278,322.889670,-5.571156,2.900,22.79,-6.70,
106293,322.926629,48.584665,6.840,-7.88,-19.33,
106306,322.958942,23.845162,6.430,8.81,7.07,
106320,323.011928,-84.809997,6.420,31.31,-29.78,
106327,323.024421,-41.179336,5.290,19.29,10.69,
106340,323.060730,-33.944613,5.970,-5.81,-4.04,
106346,323.071146,48.443873,6.580,-5.34,-17.88,
106351,323.092044,-12.267292,6.730,33.66,-7.83,
106355,323.112486,23.394576,6.690,28.41,3.66,
106363,323.138410,-24.590433,6.430,68.94,6.21,
106373,323.166482,42.295676,6.920,2.71,-57.20,
106393,323.235740,49.977601,5.770,15.81,11.86,
106409,323.292157,48.303455,6.830,-8.62,-20.83,
106419,323.323422,-52.737739,6.430,-9.72,-14.02,
106420,323.324527,45.854024,6.270,-2.34,-3.98,
106424,323.337786,-80.039308,6.470,22.52,-22.09,
106429,323.348054,-44.848695,5.570,-18.92,-2.29,
106474,323.476965,-82.683078,6.350,22.61,-2.50,
106481,323.495304,45.592066,3.980,-24.48,-93.88,
106483,323.505700,-46.610614,6.910,7.81,-46.57,
106488,323.531715,-4.368171,6.690,49.52,3.74,
106495,323.562868,-3.410533,6.850,-6.50,-22.75,
106500,323.571577,-42.924659,6.320,-27.92,-8.34,
106515,323.607671,66.726523,6.950,-25.77,-31.29,
106518,323.614416,51.698470,6.170,3.71,-1.81,
106527,323.641530,22.754651,6.450,11.73,-53.45,
106541,323.666717,-36.646974,6.880,5.20,-8.42,
106544,323.678172,1.829189,6.410,13.22,-11.36,
106550,323.691204,18.328902,6.470,37.01,11.38,
106551,323.693656,38.533827,4.870,116.80,93.30,
106554,323.695795,19.936408,6.890,-11.70,-7.28,
106559,323.712788,-20.084382,5.700,-28.98,44.40,
106564,323.720801,-29.696081,6.420,14.34,-15.02,
106566,323.721971,-51.827016,6.720,-211.41,-66.17,
106568,323.729063,-20.252563,6.740,-0.92,-63.97,
106578,323.785995,43.703289,6.810,1.86,4.83,
106586,323.806947,-34.329439,6.860,36.52,-112.56,
106590,323.816280,-23.454278,6.390,78.05,-14.26,
106592,323.823443,-3.983293,5.790,-9.59,-4.80,
106595,323.829268,28.197687,6.250,138.92,-33.22,
106604,323.857957,68.219251,6.470,17.80,15.72,
106605,323.862620,24.452187,6.220,11.99,-10.83,
106642,324.010176,45.374587,5.960,64.44,1.85,
106643,324.021199,15.082210,6.500,-82.80,-88.95,
106654,324.045433,-26.171457,5.730,107.81,-24.30,
106661,324.058406,30.055276,6.360,-52.47,59.73,
106686,324.135836,-5.052496,6.930,-2.59,-10.57,
106703,324.203122,-33.047892,6.100,74.04,-1.89,
106711,324.237404,40.413491,5.040,-1.50,12.47,
106715,324.243923,-18.743673,6.900,49.09,-46.28,
106723,324.270095,-19.466014,4.510,13.48,0.81,
106752,324.366146,44.696615,6.190,-1.01,-26.68,
106755,324.371326,4.682458,6.540,-11.23,-1.05,
106758,324.390721,-0.390494,6.220,-22.89,-27.76,
106771,324.411724,54.042194,6.160,-4.90,-0.74,
106783,324.431714,6.618396,6.190,57.92,-2.09,
106786,324.437675,-7.854142,4.680,114.29,-24.44,
106787,324.439035,19.318575,5.460,99.51,13.43,
106790,324.452731,39.317175,6.760,17.74,0.42,
106801,324.480112,62.081947,4.760,-1.90,-2.84,
106818,324.511686,-64.824145,6.220,31.86,-9.21,
106834,324.570702,-69.630119,6.780,31.12,-21.75,
106856,324.632807,5.771673,5.660,112.64,28.64,
106870,324.671831,-4.150326,6.730,-10.94,-30.23,
106872,324.688181,25.498818,6.180,-1.97,4.74,
106881,324.733970,-79.442518,6.170,70.81,-26.91,
106886,324.740084,57.489050,5.740,-1.71,-5.04,
106897,324.754636,20.265454,5.770,122.57,-1.14,
106907,324.775275,-33.678752,6.280,71.63,-42.75,
106913,324.791245,-27.306368,6.750,384.53,-83.82,
106938,324.867056,-10.576769,6.070,27.36,-52.30,
106942,324.880794,-0.051141,6.660,237.72,12.68,
106944,324.888687,2.243763,5.100,-32.70,-84.17,
106955,324.926962,-42.445595,6.640,11.87,2.91,
106968,324.967009,-43.132006,6.730,-22.94,4.53,
106969,324.973854,39.514941,6.980,49.25,4.97,
106970,324.974848,44.432145,6.770,7.82,-0.91,
106973,324.979631,51.476879,6.740,-1.51,-11.24,
106978,324.998899,-52.359026,6.200,-18.75,6.71,
106981,325.007732,9.184721,6.960,44.03,13.49,
106985,325.022259,-16.662253,3.690,187.39,-22.33,
106999,325.046087,43.273800,5.090,60.51,16.08,
107019,325.113922,-34.534571,6.710,-56.54,-104.07,
107026,325.134932,59.752693,6.900,55.33,25.20,
107028,325.139477,10.612249,6.900,-1.72,-8.95,
107030,325.140383,-55.738000,6.330,18.50,9.44,
107041,325.180414,54.872142,6.160,8.02,2.96,
107046,325.200960,3.896902,6.830,5.12,6.27,
107066,325.265759,34.675152,6.930,3.70,-2.82,
107079,325.327742,-35.585042,6.920,-9.66,4.04,
107084,325.345258,21.944031,6.990,1.58,-9.62,
107089,325.368638,-77.389462,3.730,64.83,-240.38,
107095,325.387220,-14.046860,5.160,-122.06,-308.64,
107097,325.392786,40.805338,6.070,-17.45,-47.70,
107103,325.413988,-32.530854,6.870,60.57,-62.59,
107112,325.442596,-25.101529,6.510,-13.68,4.98,
107119,325.479484,71.311187,4.550,119.48,94.49,
107128,325.502662,-23.262626,5.240,91.12,-95.50,
107129,325.504500,35.510196,5.980,5.45,1.94,
107136,325.523582,51.189627,4.690,5.25,-2.11,
107140,325.534808,45.765745,6.110,0.55,-19.84,
107144,325.542147,1.285273,5.660,-5.89,-8.31,
107151,325.564354,5.680151,5.300,11.21,-5.78,
107162,325.595586,41.077023,5.730,23.38,-1.60,
107164,325.600780,57.736065,6.900,-2.71,-4.75,
107173,325.637281,10.824345,6.060,17.39,-12.57,
107186,325.661701,49.600265,6.100,3.03,-3.30,
107188,325.664238,-18.866301,4.720,145.90,-9.05,
107191,325.668994,63.721564,6.880,-149.40,-78.50,
107197,325.689050,59.270841,6.100,-4.33,1.44,
107214,325.727710,23.321771,6.980,1.04,-12.30,
107215,325.733427,54.561930,6.960,28.40,-20.62,
107225,325.758354,-43.495947,6.670,206.36,-62.61,
107230,325.767190,72.320183,5.180,-43.24,-40.59,
107232,325.768334,-14.399759,5.880,-3.75,20.35,
107235,325.777012,41.155000,5.510,-15.96,-12.20,
107238,325.806177,-19.620931,6.230,83.15,-12.44,
107253,325.856779,38.283601,5.690,34.65,-4.91,
107259,325.876896,58.780053,4.230,5.24,-2.88,
107268,325.902624,38.304627,6.990,25.17,-26.66,
107271,325.915773,7.528794,6.470,-28.04,-56.51,
107297,325.992169,22.815394,6.430,-20.65,-43.48,
107299,325.996486,-57.325119,6.490,-116.86,-52.55,
107300,326.002083,-57.282925,6.860,-113.96,-53.24,
107302,326.004078,-14.749396,5.960,-22.48,10.31,
107310,326.035019,28.743222,4.490,260.33,-242.73,
107315,326.046418,9.875008,2.380,30.02,1.38,Enif
107323,326.075043,-55.473019,6.880,30.71,-23.80,
107326,326.079933,28.781734,6.890,0.48,-53.38,
107336,326.099493,-4.730885,6.660,-25.64,-4.72,
107339,326.105945,46.862772,6.610,-11.75,23.78,
107344,326.122546,-38.552136,6.280,81.42,-162.06,
107348,326.127877,17.350044,4.340,7.90,-10.75,
107350,326.129960,14.772215,5.960,231.08,-113.45,
107354,326.161268,25.645003,4.140,46.66,13.47,
107355,326.162058,58.225640,6.800,67.35,24.10,
107367,326.200818,2.992129,6.980,16.28,-10.04,
107374,326.222014,62.460574,5.940,-2.98,-2.80,
107380,326.236616,-33.025553,4.350,31.79,-94.00,
107382,326.251029,-9.082424,5.100,12.96,-1.65,
107398,326.301670,52.267579,6.400,-2.37,-0.76,
107409,326.327795,-49.498877,6.460,71.18,47.71,
107412,326.341036,-12.783353,6.690,93.55,0.40,
107418,326.362205,61.120810,4.250,-3.08,-1.86,
107423,326.370022,-71.008822,6.020,13.09,-11.43,
107445,326.435196,35.857284,6.440,91.76,11.06,
107462,326.485227,25.583433,6.570,13.18,-5.87,
107472,326.518161,22.948885,5.290,9.07,-2.35,
107487,326.567744,-9.275954,6.000,17.60,7.85,
107488,326.569132,43.060749,6.520,15.84,9.11,
107496,326.582221,-62.549704,6.910,39.69,-37.45,
107502,326.599350,25.563373,6.280,162.41,53.97,
107504,326.600482,-32.714637,6.760,31.00,-25.35,
107516,326.632637,-2.212806,6.520,26.95,20.47,
107517,326.633667,-11.365932,5.570,30.36,-9.25,
107527,326.675297,-11.697526,6.990,35.50,-131.13,
107531,326.692612,13.719606,6.670,28.10,4.68,
107533,326.698358,49.309575,4.230,3.61,-1.86,
107555,326.753616,70.150943,6.450,-10.46,-25.07,
107556,326.759522,-16.126566,2.850,263.26,-296.23,
107558,326.769568,17.194075,6.180,103.75,-13.93,
107575,326.808160,2.686131,5.630,6.28,-2.83,
107585,326.853294,-4.608618,6.850,34.24,-11.67,
107586,326.855448,60.692694,5.530,-9.68,-1.84,
107593,326.894218,-37.951982,6.780,-28.48,-21.28,
107596,326.909168,-5.916840,6.170,65.31,15.77,
107608,326.934055,-30.898306,5.020,-34.53,0.64,
107637,327.035048,36.580403,6.250,-23.83,-5.96,
107648,327.062431,65.170660,6.740,23.99,7.37,
107649,327.065037,-47.302898,5.570,165.64,-295.00,
107657,327.097951,32.796181,6.820,4.14,0.80,
107664,327.122256,38.648579,6.100,24.01,-1.60,
107669,327.144732,-47.775629,6.790,-5.03,0.06,
107690,327.226716,-56.274005,6.550,21.66,-1.28,
107702,327.258037,-5.403644,6.660,-52.57,-42.48,
107710,327.283849,66.792193,6.490,-20.83,-66.26,
107723,327.329214,61.272816,6.180,0.17,-23.07,
107726,327.339899,15.761153,6.840,27.48,6.16,
107734,327.361941,20.462444,6.270,1.69,0.83,
107749,327.417068,41.148801,6.480,-2.93,-5.62,
107750,327.420931,-12.722915,6.310,-8.69,20.81,
107757,327.439272,-46.610886,6.980,27.21,-39.22,
107763,327.461175,30.174279,5.070,18.89,-26.14,
107773,327.500543,-64.712444,5.620,-3.60,-38.31,
107775,327.508060,-47.725111,6.540,7.11,-8.89,
107777,327.510354,52.697319,6.580,-2.13,-0.88,
107788,327.536017,17.285957,5.340,91.28,-43.45,
107797,327.554041,-16.844900,6.380,18.41,-5.60,
107813,327.628426,32.657714,6.790,-65.80,-48.92,
107820,327.647570,-8.982451,6.540,64.35,-43.15,
107835,327.696774,-69.629405,5.520,-24.77,-4.73,
107843,327.726036,-82.718824,5.270,68.15,-33.03,
107856,327.770724,39.536649,6.200,8.85,3.55,
107877,327.851625,-23.270414,6.850,341.35,-84.82,
107886,327.890543,0.770585,6.600,-7.73,-16.36,
107887,327.892648,19.826649,5.780,20.51,13.33,
107893,327.905224,65.752761,6.370,-6.43,-20.83,
107896,327.917409,19.306939,6.820,-35.39,-8.45,
107901,327.923580,-18.622752,6.190,144.14,-77.24,
107914,327.951143,64.899937,6.840,21.53,-6.31,
107919,327.966102,11.091197,6.660,75.06,26.56,
107923,327.980809,48.437088,6.880,-11.92,8.97,
107928,327.994328,-55.779078,6.980,5.15,3.30,
107929,328.001860,55.791937,6.560,13.42,13.05,
107930,328.004260,55.796745,5.700,18.90,-0.53,
107952,328.054062,79.551739,6.510,9.62,13.57,
107956,328.075723,21.273103,6.270,15.89,24.52,
107962,328.088487,-3.174633,6.620,20.87,-9.33,
107963,328.089466,-41.412606,6.840,2.61,-20.29,
107971,328.112783,54.682977,6.830,33.06,16.32,
107975,328.124817,28.793692,5.520,-58.67,-63.26,
107984,328.146457,62.712175,6.700,-2.31,-1.21,
107993,328.187267,-3.992061,6.660,23.31,15.45,
107995,328.195246,73.702216,6.640,39.06,22.81,
108012,328.243128,15.932101,6.890,65.46,19.88,
108018,328.253943,-10.562506,6.890,33.77,-40.71,
108022,328.265678,25.925139,5.090,9.12,0.34,
108029,328.279759,56.212548,6.860,27.11,3.90,
108034,328.299721,71.989714,6.990,7.85,-10.83,
108035,328.311282,-36.896510,6.960,-7.78,-49.67,
108036,328.323266,-13.551801,5.080,313.03,13.67,
108039,328.332595,53.997210,6.610,-8.80,-12.39,
108058,328.400110,-10.311617,6.570,15.81,-1.11,
108060,328.405696,19.668380,5.690,22.10,23.51,
108084,328.478295,28.342210,6.780,-160.33,-114.17,
108085,328.481892,-37.364823,3.000,95.88,-12.10,
108090,328.490500,6.864770,6.140,79.36,14.05,
108102,328.543092,-4.275957,5.710,52.23,-91.47,
108119,328.572662,19.718151,6.360,-34.28,-12.44,
108123,328.579403,-36.061531,6.740,16.20,-22.45,
108127,328.591786,12.751092,6.610,8.33,-12.39,
108129,328.593681,-85.033583,6.590,-25.51,10.91,
108133,328.610600,80.308594,6.430,1.99,-14.49,
108144,328.649580,-3.301192,6.240,26.66,-33.04,
108151,328.678840,67.753755,6.960,34.24,18.94,
108165,328.721492,56.611233,5.740,-3.72,-2.20,
108174,328.748302,53.935391,6.920,149.44,87.03,
108195,328.797246,-61.886388,5.920,43.53,-90.56,
108209,328.835827,61.541817,6.170,-2.48,-3.04,
108212,328.837400,20.849055,6.680,27.29,-19.25,
108213,328.838576,36.146270,6.720,-25.02,-20.76,
108220,328.864352,-70.115280,6.650,43.81,-35.52,
108226,328.879129,65.320812,5.840,5.74,-1.37,
108232,328.892300,-70.068224,6.630,47.98,-32.01,
108233,328.896269,53.243213,6.680,9.11,4.96,
108258,328.981032,-46.927819,6.550,-128.25,-58.47,
108259,328.981682,-30.605872,6.410,53.50,-20.00,
108268,329.014266,-52.463666,6.500,22.07,-38.62,
108278,329.050085,33.365838,6.990,-39.81,-34.37,
108281,329.058490,-57.899606,6.170,16.13,6.43,
108294,329.094951,-37.253631,5.450,-25.18,-9.61,
108296,329.099931,21.239823,6.390,1.73,14.62,
108301,329.113751,59.795104,6.890,22.24,-0.12,
108316,329.149781,21.161138,6.870,39.73,40.18,
108317,329.163101,63.625567,5.110,-0.33,-3.82,
108327,329.191659,-17.897057,6.760,17.21,-0.11,
108339,329.234953,12.076526,5.540,-28.38,-13.92,
108347,329.258928,-37.746856,6.180,8.81,5.11,
108348,329.259250,48.668564,6.510,5.77,0.80,
